              Lexeme	               LineNo	            TokenName	        ValuelfNumber	          parentNodeSymbol	           IsLeafNode	                NodeSymbol
                   *	                   22	                  MUL	                -----	                op_mul_div	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	                      term
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	      arithmeticExpr_recur
                ----	                -----	                -----	                -----	       arithmeticExpr_dash	             Not Leaf	              relationalOp
                ----	                -----	                -----	                -----	       arithmeticExpr_dash	             Not Leaf	            arithmeticExpr
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	                      term
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	      arithmeticExpr_recur
                ----	                -----	                -----	                -----	       arithmeticExpr_dash	             Not Leaf	              relationalOp
                ----	                -----	                -----	                -----	       arithmeticExpr_dash	             Not Leaf	            arithmeticExpr
                 AND	                   24	                  AND	                -----	                 logicalOp	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                   anyTerm	             Not Leaf	            arithmeticExpr
                ----	                -----	                -----	                -----	                   anyTerm	             Not Leaf	       arithmeticExpr_dash
                    	                    0	                    e	                -----	                      bool	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                   anyTerm	             Not Leaf	            arithmeticExpr
                ----	                -----	                -----	                -----	                   anyTerm	             Not Leaf	       arithmeticExpr_dash
                    	                    0	                    e	                -----	                      bool	              Is Leaf	                     -----
                  12	                   22	                  NUM	                   12	                var_id_num	              Is Leaf	                     -----
            22.34E-2	                   22	                 RNUM	 0.223399996757507	                var_id_num	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                    factor
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                 term_dash
                    	                    0	                    e	                -----	      arithmeticExpr_recur	              Is Leaf	                     -----
                  ==	                   24	                   EQ	                -----	              relationalOp	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	                      term
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	      arithmeticExpr_recur
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                    factor
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                 term_dash
                    	                    0	                    e	                -----	      arithmeticExpr_recur	              Is Leaf	                     -----
                   >	                   24	                   GT	                -----	              relationalOp	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	                      term
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	      arithmeticExpr_recur
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	                      term
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	      arithmeticExpr_recur
                    	                    0	                    e	                -----	       arithmeticExpr_dash	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	                      term
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	      arithmeticExpr_recur
                    	                    0	                    e	                -----	       arithmeticExpr_dash	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                    factor
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                 term_dash
                    	                    0	                    e	                -----	      arithmeticExpr_recur	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                    factor
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                 term_dash
                    	                    0	                    e	                -----	      arithmeticExpr_recur	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                    factor
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                 term_dash
                    	                    0	                    e	                -----	      arithmeticExpr_recur	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                    factor
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                 term_dash
                ----	                -----	                -----	                -----	      arithmeticExpr_recur	             Not Leaf	             op_plus_minus
                ----	                -----	                -----	                -----	      arithmeticExpr_recur	             Not Leaf	                      term
                ----	                -----	                -----	                -----	      arithmeticExpr_recur	             Not Leaf	      arithmeticExpr_recur
                   c	                   24	                   ID	                -----	                var_id_num	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                var_id_num	             Not Leaf	                   whichId
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                   b	                   24	                   ID	                -----	                var_id_num	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                var_id_num	             Not Leaf	                   whichId
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                   (	                   24	                   BO	                -----	                    factor	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	   arithmeticOrBooleanExpr
                   )	                   24	                   BC	                -----	                    factor	              Is Leaf	                     -----
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                   +	                   22	                 PLUS	                -----	             op_plus_minus	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                    factor
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                 term_dash
                    	                    0	                    e	                -----	      arithmeticExpr_recur	              Is Leaf	                     -----
                    	                    0	                    e	                -----	                   whichId	              Is Leaf	                     -----
                   b	                   24	                   ID	                -----	                var_id_num	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                var_id_num	             Not Leaf	                   whichId
                    	                    0	                    e	                -----	                   whichId	              Is Leaf	                     -----
                   p	                   24	                   ID	                -----	                var_id_num	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                var_id_num	             Not Leaf	                   whichId
                ----	                -----	                -----	                -----	   arithmeticOrBooleanExpr	             Not Leaf	                   anyTerm
                ----	                -----	                -----	                -----	   arithmeticOrBooleanExpr	             Not Leaf	                      bool
             res_2_a	                   22	                   ID	                -----	                var_id_num	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                var_id_num	             Not Leaf	                   whichId
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                    	                    0	                    e	                -----	                   whichId	              Is Leaf	                     -----
                    	                    0	                    e	                -----	                   whichId	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                   anyTerm	             Not Leaf	            arithmeticExpr
                ----	                -----	                -----	                -----	                   anyTerm	             Not Leaf	       arithmeticExpr_dash
                    	                    0	                    e	                -----	                      bool	              Is Leaf	                     -----
                    	                    0	                    e	                -----	                   whichId	              Is Leaf	                     -----
                   a	                   22	                   ID	                -----	                var_id_num	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                var_id_num	             Not Leaf	                   whichId
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	                      term
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	      arithmeticExpr_recur
                ----	                -----	                -----	                -----	       arithmeticExpr_dash	             Not Leaf	              relationalOp
                ----	                -----	                -----	                -----	       arithmeticExpr_dash	             Not Leaf	            arithmeticExpr
                    	                    0	                    e	                -----	                   whichId	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                    factor
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                 term_dash
                    	                    0	                    e	                -----	      arithmeticExpr_recur	              Is Leaf	                     -----
                  <=	                   24	                   LE	                -----	              relationalOp	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	                      term
                ----	                -----	                -----	                -----	            arithmeticExpr	             Not Leaf	      arithmeticExpr_recur
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                    factor
                ----	                -----	                -----	                -----	                      term	             Not Leaf	                 term_dash
                    	                    0	                    e	                -----	      arithmeticExpr_recur	              Is Leaf	                     -----
                   a	                   24	                   ID	                -----	                var_id_num	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                var_id_num	             Not Leaf	                   whichId
                ----	                -----	                -----	                -----	                    factor	             Not Leaf	                var_id_num
                    	                    0	                    e	                -----	                 term_dash	              Is Leaf	                     -----
                    	                    0	                    e	                -----	                   whichId	              Is Leaf	                     -----
                   c	                   24	                   ID	                -----	                var_id_num	              Is Leaf	                     -----
                ----	                -----	                -----	                -----	                var_id_num	             Not Leaf	                   whichId
                    	                    0	                    e	                -----	                   whichId	              Is Leaf	                     -----
